"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V2.1","V3.1","V4.1","V5.1","V6.1","V7.1","V8.1","V9.1","V10.1","V11.1","V12.1","V13.1","V14.1","V15.1","V16.1","V17.1","V18.1","V19.1","V20.1","V21.1","V22.1","V23.1","V24.1"
"1","miRNA_ID","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin"
"1066","hsa-mir-4779","0","0","0","0.395912","0.158016","0","0","0","0.311152","0","0","0","0","0.544613","0","0","0","0","0","0","0","0.134215","0","0","0","0","0","0","0","0","0","0.148519","0","0","0","0","0","0.266909","0","1.019216","0","0","0","0","0","0"
"1067","hsa-mir-4780","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.498123","0.198142","1.600936","3.117951","0","0","0.825184","1.188151","0.209559","4.762617","0","0","3.169898","0.266909","0","3.057647","0.912807","0.304731","0","1.982986","3.139136","0"
"1068","hsa-mir-4781","0","0.843047","0.829941","1.781604","1.896187","2.343314","1.907149","0.457686","1.400183","1.520125","0.825657","0.585853","0.350815","1.742761","0.378153","0.805607","0","0.303331","1.51461","1.223935","3.056882","0.939503","0.573561","0.3136","0.996245","0.594427","1.067291","1.700701","3.220338","0.790906","1.237776","0.594075","0.139706","4.16729","0.762311","0.953496","2.881726","0.266909","2.122076","0.509608","0.730245","0.609461","0.460087","0","1.009008","0.479152"
"1069","hsa-mir-4782","0","0.076641","0.368862","0","0","0","0","0.457686","0","0.253354","0.330263","0","0.935506","0.108923","0","0","0.323771","0.758328","0","0.36718","0.719266","0.067107","0.191187","0.3136","0","0","0","0.28345","0","0","0","0.148519","0","0","0","0","0","0","0","0.509608","0","0","0","0","0","0"
"1070","hsa-mir-4783","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1071","hsa-mir-4784","7.554598","0.383203","1.014372","0.593868","2.370233","10.154362","0.733519","1.830745","1.400183","2.026834","1.155919","5.27268","1.169383","3.376599","0.378153","0.704906","1.45697","0.758328","0","0.244787","2.517432","1.207932","0.382374","2.1952","0.996245","0.396285","1.067291","0.85035","1.610169","0.33896","1.650368","0.891113","0.419118","0","1.143467","1.430244","2.017208","2.268723","1.591557","1.019216","0.547684","0.152365","0.460087","0","0.56056","0.159717"
"1072","hsa-mir-4785","0","0.536484","0","0","1.264124","0","0.293407","1.373059","0.155576","1.013417","0.825657","1.171707","0.350815","0.544613","0.189077","0.302103","0.647542","1.061659","0","0.244787","0.719266","0","0","0.6272","0.249061","0","0","0.85035","0.966101","0.225973","0.412592","0.148519","0.209559","0","0","0.476748","0.576345","0.133454","0","0","0.182561","0.304731","0","0.660995","0.112112","0.159717"
"1073","hsa-mir-4786","3.237685","1.072968","1.291019","3.365252","14.537431","9.373257","1.760445","5.949921","2.178062","2.533542","3.798021","8.787799","2.68958","0.762458","0.756306","0.704906","1.618856","1.36499","0","0.489574","6.473396","1.543468","17.015637","4.076799","0.498123","2.179566","11.206551","1.1338","1.610169","2.937651","2.888144","2.079264","0.279412","2.976636","4.573868","0.476748","4.610761","2.402178","4.77467","0.509608","6.207086","1.066557","2.300436","1.321991","1.793792","4.152652"
"1074","hsa-mir-4787","0","0.536484","1.47545","0.395912","1.42214","1.56221","0","0.457686","1.711334","0","0.165131","0.585853","0.350815","0","0.378153","0.604205","0","0.606662","1.51461","0","0","0","0","0.9408","1.494368","0.990712","15.475713","0.5669","0","1.694798","3.713328","1.039632","1.397059","1.587539","0","0.953496","1.440863","1.86836","4.244151","2.038432","2.190736","0.304731","0","1.982986","3.139136","2.555478"
"1075","hsa-mir-4788","0","0","0.092216","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.198142","0","0.85035","0","0.225973","0","0","0","0.79377","0","0","0.864518","0.400363","0","1.019216","0","0.457096","2.300436","0","0","0.479152"
"1076","hsa-mir-4789","0","0.076641","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.198442","0","0","0","0","0","0","0","0","0","0","0","0"
"1077","hsa-mir-4790","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1078","hsa-mir-4791","0","1.686093","0.829941","4.552988","3.476342","0","2.34726","7.32298","1.244607","5.320439","2.807233","1.171707","2.806518","0.980303","5.105067","1.309112","1.295085","5.15663","0","0.489574","3.955964","1.543468","1.911869","0.3136","0.249061","0.396285","0","3.968301","0","0.225973","0","0","0.139706","0.198442","0.381156","0","0.864518","0.266909","0.530519","0.509608","0.182561","1.066557","0","0","1.345344","0.63887"
"1079","hsa-mir-4792","0","0","0","0","0.158016","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.5669","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1080","hsa-mir-4793","0","0","0","0.197956","0","0","0","0","0","0","0","0","0","0","0","0","0","0.606662","0","0","0","0","0","0.3136","0.249061","0.198142","0","0.28345","0","0.790906","0","0.148519","0","0.198442","0","0","0","0","0","0","0","0","0","0","0","0"
"1081","hsa-mir-4794","0","0.076641","0","0","0.474047","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.899083","0","0","0","0","0","0","0","0","0","0","0","0","0.198442","0","0.476748","0","0.266909","0.530519","0","0","0","0","0","0.336336","0"
"1082","hsa-mir-4795","0","0.076641","0.092216","0.197956","0","0","0.293407","0","0","0.253354","0","0","0","0.326768","0","0.201402","0","0","0","0.36718","0","0.201322","0.191187","0","0","0","0","0","0","0.112987","0","0","0.139706","0.198442","0","0","0.288173","0","0","0","0","0","0","0","0.224224","0"
"1083","hsa-mir-4796","0","0.229922","0.184431","0","0","0","0","0.457686","0.155576","0","0.330263","0","0","0","0","0","0.323771","0.454997","0","0.489574","0.719266","0.067107","0","0","0","0.198142","0","0.28345","0","0.112987","0","0.297038","0","0","0","0","0","0.133454","0","0","0","0.152365","0","0","0.112112","0.159717"
"1084","hsa-mir-4797","0","0.689765","1.106587","3.95912","1.42214","2.343314","0","2.746117","0.311152","3.040251","0.495394","1.75756","0.233877","1.089225","0.378153","0.402804","0.809428","0.606662","0","0.979148","5.034864","0.536859","0.573561","1.8816","0","0.79257","1.067291","1.984151","0.322034","0.790906","0","0.742594","0.209559","0.396885","0","0.953496","0.576345","0.93418","0","1.019216","1.643052","0","0.920174","0","1.12112","0.159717"
"1085","hsa-mir-4798","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1086","hsa-mir-4799","1.079228","0.076641","0","0","0","0","0","0","0","0","0.165131","0","0.116938","0","0","0.100701","0","0","0","0","0","0.469751","0","0","0","0","0","0","0","0.225973","0","0","0","0","0.381156","0","0","0","0","0","0","0","0.460087","0","0","0"
"1087","hsa-mir-4800","0","0.306562","0","0","0.474047","0","0","0","0","0.253354","0.330263","0.585853","0.233877","0","0.189077","0","0.485657","0.151666","0","0.122393","0.179817","0","0.573561","0","0","0","0.533645","0","0.322034","0.225973","0","0","0.069853","0.396885","0","0","0","0","2.122076","0","0","0.152365","0.460087","0","0","0"
"1088","hsa-mir-4801","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1089","hsa-mir-4802","0","0.306562","0.092216","0","0.474047","0","0","0","1.555758","0.760063","0.660525","0.585853","1.052444","0.108923","0","0.100701","0.809428","0","0","0","0","0.067107","0","0","0","0","0","0","0","0","0","0","0.069853","0.396885","0","0","0","0.133454","0","0","0","0","0","0","0","0.319435"
"1090","hsa-mir-4803","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.476748","0","0","0","0","0","0","0","0","0","0"
"1091","hsa-mir-4804","2.158457","0.689765","0.461078","0.197956","0.158016","0","0.293407","0","0.155576","0.253354","0.165131","0","0.116938","0.108923","0.189077","0","0","0","0","0.122393","0.359633","0.201322","0","0","0","0","0","0","0","0","0","0","0.069853","0.396885","0","0","0.288173","0","0.530519","0","0.365123","0","0","0","0","0"
"1092","hsa-mir-483","0","0","0","1.385692","0.158016","0","0","0.915372","0","0","0.165131","1.171707","0","0.43569","0","0.100701","0","0","1.51461","4.650952","0.179817","0.134215","0","0.6272","7.471841","1.188854","0","3.401401","3.864406","67.114018","59.413245","0.445556","68.386027","0.396885","4.573868","0","2.30538","0.400363","0.530519","7.13451","0.730245","6.856441","6.901308","0","0.56056","0.159717"
"1093","hsa-mir-484","948.641683","299.588095","230.907909","167.272808","321.561649","718.616382","62.935903","206.874172","387.850584","160.626575","235.80754","529.025515","115.067249","243.006192","292.690508","216.10415","143.754405","353.987509","760.334184","269.265618","354.05881","288.158852","266.323397","90.003186","120.047571","51.318875","159.559935","81.633625","53.457613","112.986563","242.604083","121.339883","342.698517","173.041761","33.922854","235.990282","238.030536","47.776644","88.066137","329.206698","334.452373","72.830637","166.551568","133.521056","51.459407","245.96478"
"1094","hsa-mir-485","0","0","0.461078","3.365252","0","0.781105","1.026926","0","3.111517","0","0.165131","0","0","0.43569","0.756306","0.302103","0","0.151666","0","0","0.359633","0.738181","0","1.2544","40.347939","1.783281","10.13926","5.669002","0","1.468825","51.161405","2.079264","94.720585","1.587539","0","3.813984","0.864518","224.737065","2.652594","3.057647","4.381472","0.152365","7.821482","3.304977","0.336336","0.958304"
"1095","hsa-mir-486-1","1413.789084","1464.525175","95.074303","11490.55314","668.24777","2215.213109","1603.765239","553.800329","673.02111","57.004699","775.952122","1725.923773","18.82706","5316.618225","86.029833","273.503668","33.024661","31.546445","305.951205","3606.812959","4903.957277","394.523962","1567.350472","19.129597","124.281614","45.176462","56.032753","48.186515","152.96606","31.749224","710.895976","38.02082","28.779411","153.395964","137.216039","20.976914","19.307562","27.358134","5.305189","10.192158","15.882837","359.582226","100.759098","117.657168","16.8168","76.824064"
"1096","hsa-mir-486-2","1399.759116","1442.529324","99.316221","11446.01305","652.762246","2282.388118","1559.900822","543.731232","694.023849","47.377239","741.769937","1646.247727","17.657678","5275.554427","89.055058","256.988719","32.539004","32.608104","321.097305","3567.524657","4928.951779","396.06743","1558.364686","15.366398","113.322914","46.365316","49.62901","48.753415","157.796567","32.87909","710.070793","41.733791","25.845587","154.983503","127.305992","18.116426","17.290354","25.890137","5.835708","16.81706","18.073573","365.67684","95.698139","142.113995","18.722704","75.546325"
"1097","hsa-mir-487a","0","0.076641","0","1.385692","0","0","0","0","0.777879","0.253354","0","0","0","0.108923","0.378153","0","0","0","0","0","0","0.134215","0","0","3.984982","0.594427","4.802807","0.28345","0","0.451946","10.314799","0.445556","18.161764","0.396885","0","0.476748","0","33.363579","0.530519","0","0.547684","0","0.460087","0","0.224224","0.63887"
"1098","hsa-mir-487b","0","0","0","19.795599","0","0","0.293407","0","5.445155","0.253354","0.495394","1.171707","0.116938","0.217845","0.189077","0.100701","0","0","0","0","0.359633","1.140825","0","0.3136","30.385485","1.386997","3.201872","1.984151","0","1.807785","13.615535","2.079264","51.551469","1.984424","0","5.244228","0","77.937319","3.183113","2.038432","2.920981","0","11.042093","3.965972","0.896896","3.03463"
"1099","hsa-mir-488","0","0.153281","0","0","0.790078","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.996245","0","2.134581","0","0","0.112987","0.412592","0","0.488971","0","0","0","0","1.067635","0","0","4.381472","0","0","1.321991","0","0"
"1100","hsa-mir-489","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.449599","0.747184","0.198142","0","0.5669","0","1.920772","1.237776","0.148519","0.069853","0.992212","0","0","1.15269","0.266909","0","1.019216","0","0.304731","0.460087","0","0","0.798587"
"1101","hsa-mir-490","0","0","0.184431","0.197956","0","0","0","0","0","0","0.165131","0","0","0.217845","0","2.114719","0","0","0","0","0","0","0","0","0.498123","0","0.533645","0","0","0.225973","0","0","4.191176","0","0","0","0","0","1.061038","0","1.643052","0","0","0","0","0"
"1102","hsa-mir-491","106.843603","9.273512","7.192818","4.750944","5.530544","8.592152","2.787371","6.865293","6.37861","5.573793","4.95394","14.646332","2.923457","10.020874","5.48322","8.458876","6.475424","1.668322","15.146099","7.955575","0.53945","10.602957","1.529495","7.212799","2.739675","13.671824","8.004679","5.102102","2.898304","2.824664","13.615535","2.821858","4.889706","6.548599","16.770849","11.918701","3.458071","2.402178","6.896746","34.143729","2.008175","2.133115","2.760523","3.304977","6.614608","7.666435"
"1103","hsa-mir-492","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1104","hsa-mir-493","2.158457","0","0.092216","42.956449","0","0","1.320334","0","21.936194","0.760063","1.321051","2.343413","0.233877","1.524916","0.756306","0.503505","0.161886","0","3.02922","0","0.899083","1.342146","0","0.9408","90.160209","8.718265","9.07197","7.653152","0.644068","5.084395","53.636957","6.683347","218.709551","3.571963","1.905778","11.918701","4.322588","255.431557","8.488302","5.096079","14.787468","0.457096","17.943401","5.287963","2.018016","7.506717"
"1105","hsa-mir-494","0","0","0.276647","2.573428","0","0","0.586815","0","2.644789","0","0","0","0","0.326768","0","0.402804","0.161886","0","0","0","0.359633","1.073717","0","0","7.969963","0.990712","1.067291","0.28345","0.966101","0.112987","19.804415","0.148519","9.639706","0.198442","0","2.38374","0.864518","34.564667","0.530519","3.567255","0.912807","0","2.760523","0.660995","0.112112","0.319435"
"1106","hsa-mir-495","0","0.383203","0","7.720283","0","0","0.586815","0","7.312065","0.253354","0.660525","0","0.350815","0.980303","1.134459","0.201402","0.161886","0","0","0","0","0.939503","0","0.9408","26.400503","1.783281","5.870098","1.984151","0.966101","1.016879","54.462141","2.227782","146.341906","1.190654","0.381156","7.627969","2.30538","113.569621","2.652594","3.567255","4.016349","0.152365","13.342529","2.643981","0.336336","2.236043"
"1107","hsa-mir-496","0","0.153281","0.184431","9.303931","0.158016","0","0.293407","0","2.800365","0.760063","0.495394","0.585853","0","0.217845","0","0","0","0","0","0","0.359633","1.275039","0","0","6.226534","2.773993","1.600936","2.551051","0","0.677919","7.426656","0.445556","20.466911","0.595327","0.381156","1.906992","0.288173","80.873314","1.591557","0.509608","2.920981","0.152365","2.300436","1.982986","0.448448","1.118022"
"1108","hsa-mir-497","0","0.153281","0","0","0.158016","0","0.440111","2.288431","1.089031","1.520125","0.165131","5.858533","0","0.108923","2.647072","0.906308","0.161886","0.758328","0","0.489574","1.078899","0.603966","0","1.568","51.555699","7.925695","4.269162","11.904904","1.610169","8.473992","24.342927","2.376301","5.448529","1.785981","4.192712","2.38374","10.662385","1.467997","7.957783","9.68255","10.405996","4.723326","14.262703","7.931944","6.16616","5.749826"
"1109","hsa-mir-498","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.533645","0","0.322034","0","13.615535","0","0.069853","0","0","0","0.288173","0","0","5.605687","0","9.294286","0","0","0","0.63887"
"1110","hsa-mir-4999","1.079228","3.985311","0.922156","0","1.42214","0","2.053852","5.949921","2.178062","3.293605","1.651313","2.343413","1.403259","4.901514","4.537837","1.611215","2.752055","0.758328","1.51461","1.958295","0.719266","2.550078","5.353234","0.9408","0","0.79257","0","0","0.322034","0.903893","0.825184","0.148519","0.419118","1.785981","0","1.906992","1.729035","0.800726","1.591557","0.509608","2.920981","1.066557","0","0.660995","3.027024","0.798587"
"1111","hsa-mir-499a","0","0.153281","0.276647","0.395912","0.474047","0","0","0","0.155576","0.506708","0.330263","0","0.116938","0.108923","1.134459","0.302103","0.323771","1.061659","0","0.36718","1.618349","0.067107","0.382374","0.3136","0","0.594427","0","0","0","0","0","0.297038","0","0.396885","1.143467","0","0.576345","0","0","0","0.365123","0.152365","0.460087","1.982986","0.896896","0.159717"
"1112","hsa-mir-499b","0","0.229922","0","0","0.158016","0","0","0","0","0","0","0","0.116938","0","0","0","0.161886","0","1.51461","0","0","0.067107","0.191187","0","0","0","0.533645","0","0","0","0","0","0.139706","0","0","0","0","0","0.530519","0","0.182561","0","0","0","0","0"
"1113","hsa-mir-5000","0","3.218905","2.397606","5.93868","10.271011","0","3.52089","6.865293","8.867823","4.560376","12.219718","16.989745","3.157333","8.604881","11.722746","6.847662","5.50411","9.403267","3.02922","5.507706","11.50826","8.119986","2.294243","1.8816","0","0.79257","1.600936","2.267601","3.220338","2.146745","2.475552","1.039632","0.419118","0.79377","1.524623","2.860488","5.475279","1.201089","1.061038","0.509608","1.460491","0.304731","0","0","4.260256","1.277739"
